serial_number,list_year,date_recorded,town,address,assessed_value,sale_amount15,sales_ratio16,property_type,residential_type
200067,2020,2021-01-25T00:00:00,Killingworth,2 MILL FARMS ROAD,201130,375000,0.5363,Residential,Single Family
200070,2020,2020-10-19T00:00:00,Bristol,10 TUNXIS RD,130130,180000,0.7229,Residential,Single Family
200021,2020,2020-10-08T00:00:00,East Lyme,17 LEGENDARY RD,235550,375000,0.6281,Residential,Condo
200456,2020,2021-01-06T00:00:00,Danbury,51-71 PARK AV 3-49,59100,125000,0.4728,Residential,Condo
20536,2020,2021-03-17T00:00:00,Hartford,23 BENTON ST,128870,295000,0.4368,Apartments,
200061,2020,2021-03-04T00:00:00,Goshen,48 BIRCHWOOD LANE,495110,10000,49.511,Residential,Single Family
200496,2020,2021-05-24T00:00:00,Branford,119 MONTOWESE ST,455100,410000,1.11,Commercial,
20572,2020,2021-03-30T00:00:00,Hartford,29 SHERMAN ST,95865,292000,0.3283,Residential,Two Family
200021,2020,2020-10-06T00:00:00,Manchester,1214 MIDDLE TURNPIKE WEST,47500,67000,0.7089,Residential,Condo
200523,2020,2021-05-27T00:00:00,Glastonbury,291 ADDISON RD,182400,314900,0.5792,Residential,Single Family
200357,2020,2021-09-21T00:00:00,Coventry,940 GRANT HILL RD,100200,216000,0.4638,Residential,Single Family
201332,2020,2021-09-07T00:00:00,Griswold,125 MACKIN DR,33600,90000,0.3733,Vacant Land,
200200,2020,2021-01-07T00:00:00,East Haven,34 HILDA ST,107210,173000,0.6197,Residential,Single Family
20225,2020,2021-03-18T00:00:00,Darien,8 KENSETT LANE,1263150,1750000,0.7218,Residential,Condo
200029,2020,2021-01-28T00:00:00,Chaplin,PALMER RD,30700,25000,1.228,Vacant Land,
200604,2020,2021-03-22T00:00:00,Bristol,18 PLEASANT AVE,139860,315000,0.444,Residential,Four Family
201000,2020,2021-05-11T00:00:00,Greenwich,99 HUNTING RIDGE ROAD,2066540,2501000,0.8262,Residential,Single Family
20040,2020,2021-02-26T00:00:00,Lisbon,335 S BURNHAM HWY,150900,220000,0.6859,Residential,Single Family
201144,2020,2021-08-23T00:00:00,Hartford,30 WOODLAND ST #006J,18853,55000,0.3427,Residential,Condo
201558,2020,2021-09-21T00:00:00,Danbury,11 CHERRYFIELD DR,24200,113000,0.2141,Residential,Single Family
200144,2020,2021-02-03T00:00:00,Killingly,7 MOCKINGBIRD DR,132790,223000,0.5954,Residential,Condo
2000394,2020,2021-09-21T00:00:00,Bloomfield,4 CADWELL ROAD,124110,218500,0.568009153,Residential,Single Family
200478,2020,2021-01-22T00:00:00,Manchester,74 LUDLOW ROAD,160200,280000,0.5721,Residential,Single Family
200096,2020,2020-12-30T00:00:00,Cromwell,113 SKYVIEW DR,106400,199900,0.5322,Residential,Condo
2020330,2020,2021-09-02T00:00:00,Ansonia,24 CLARKSON ST,129600,250000,0.5184,Residential,Two Family
200084,2020,2020-11-06T00:00:00,Guilford,274 CHURCH ST 6C,116750,220000,0.5306,Residential,Condo
200060,2020,2021-01-06T00:00:00,East Windsor,241-21 SOUTH WATER ST,102440,176000,0.582,Residential,Condo
20357,2020,2021-01-21T00:00:00,Hartford,23 PUTNAM HTS,136430,425000,0.321,Apartments,
200219,2020,2021-08-13T00:00:00,East Windsor,13 RESERVOIR AVE,112680,255000,0.4418,Residential,Single Family
2020158,2020,2021-03-12T00:00:00,Ansonia,183 N STATE ST,111300,310000,0.359,Residential,Two Family
200493,2020,2021-05-04T00:00:00,Enfield,12 SPIER AVE,96510,101000,0.9555,Residential,Single Family
201030,2020,2021-07-07T00:00:00,Bristol,31 HAIVLAND ST,130410,244900,0.5325,Residential,Single Family
200127,2020,2020-11-19T00:00:00,Groton,172 SOUTH SHORE AVE,668710,950000,0.7039,Residential,Single Family
200041,2020,2020-10-22T00:00:00,Guilford,65 FARMVIEW DR,155510,325000,0.4784,Residential,Single Family
20004,2020,2020-11-02T00:00:00,Andover,23 PARKER BRIDGE RD,172900,272000,0.6356,Residential,Single Family
200529,2020,2021-09-30T00:00:00,Avon,58 SMITH ROAD,73690,109900,0.6705,Vacant Land,
2020051,2020,2020-11-09T00:00:00,Ansonia,22 BERKSHIRE RD,139100,314000,0.4429,Residential,Single Family
2000229,2020,2021-03-16T00:00:00,Cheshire,309 CEDAR LANE,184050,390000,0.4719,Residential,Single Family
201028,2020,2021-07-07T00:00:00,Bristol,941 FARMINGTON AVE,87490,150000,0.5832,Residential,Single Family
200103,2020,2020-10-20T00:00:00,Greenwich,8 NEDLEY LANE,412090,670000,0.615,Residential,Single Family
201085,2020,2021-06-16T00:00:00,Danbury,3 GRENIER DR,237300,491000,0.4832,Residential,Single Family
200497,2020,2021-05-05T00:00:00,Enfield,31 HERITAGE FARMS,90010,180000,0.5,Residential,Condo
200175,2020,2020-11-12T00:00:00,Bristol,GRAHAM ST LOT 129,16030,12500,1.2824,Vacant Land,
20070,2020,2021-04-15T00:00:00,Lebanon,12 GOSHEN HTS,122700,93518,1.312046879,Residential,Single Family
200366,2020,2021-03-30T00:00:00,East Haven,66 COSEY  BEACH AVE #2,156840,260000,0.6032,Residential,Condo
20000064,2020,2020-11-13T00:00:00,Brookfield,3 BLACK SWAN CT,283470,421500,0.6725,Residential,Condo
2000513,2020,2021-09-13T00:00:00,Cheshire,659 ASHLEY CT,489140,962500,0.508197403,Residential,Single Family
200280,2020,2020-11-30T00:00:00,Manchester,79 BALDWIN ROAD,120400,235000,0.5123,Residential,Single Family
200307,2020,2021-08-05T00:00:00,Colchester,239 WOODBINE RD,178300,335000,0.5322,Residential,Single Family
200016,2020,2020-10-15T00:00:00,Colchester,132 CARLI BLVD,185500,349000,0.5315,Residential,Single Family
20500,2020,2021-07-20T00:00:00,Darien,10 OVERBROOK LANE,979230,1450000,0.6753,Residential,Single Family
200067,2020,2021-04-19T00:00:00,East Granby,12 SCHOOLHOUSE LANDING,237700,355000,0.6695,Residential,Condo
20214,2020,2020-12-08T00:00:00,Hartford,56 ROOSEVELT ST,54425,225000,0.2418,Residential,Two Family
200187,2020,2020-11-09T00:00:00,Danbury,1803 BRIAR WOODS LA,172300,335000,0.5143,Residential,Condo
20136,2020,2020-11-16T00:00:00,Hartford,40 OWEN ST #C6,24465,63500,0.3852,Residential,Condo
200436,2020,2020-12-30T00:00:00,Greenwich,125 FIELD POINT ROAD B4,0,3150000,0,Residential,Condo
20255,2020,2020-11-20T00:00:00,Greenwich,3 PARTRIDGE HOLLOW ROAD,3092180,3520000,0.8784,Residential,Single Family
2020275,2020,2021-07-09T00:00:00,Ansonia,105 TREMONT ST,132800,285000,0.4659,Residential,Two Family
200831,2020,2021-08-18T00:00:00,Enfield,19 SPRUCELAND RD,185650,320000,0.5801,Residential,Single Family
2000194,2020,2021-02-23T00:00:00,Cheshire,5 MOUNTAINCREST DR,285460,630000,0.4531,Residential,Single Family
200183,2020,2021-01-13T00:00:00,Guilford,765 WEST LAKE AVE,184130,300000,0.6137,Residential,Single Family
200287,2020,2021-03-18T00:00:00,Farmington,9275 BRIDGEHAMPTON CROSSING,162430,165000,0.9844,Vacant Land,
200613,2020,2021-03-15T00:00:00,Manchester,139 GLENWOOD STREET,119900,234900,0.51042997,Residential,Single Family
2020286,2020,2021-07-22T00:00:00,Ansonia,79 ELM ST,124600,260000,0.4792,Residential,Two Family
201069,2020,2020-12-15T00:00:00,Griswold,70 BROWN RD UNIT 15,43680,92500,0.4722,Residential,Condo
20594,2020,2021-06-03T00:00:00,East Hartford,19 CIPOLLA DR,36580,329900,0.1108,Residential,Single Family
200474,2020,2021-05-04T00:00:00,Glastonbury,184 WASSUC RD,139200,225000,0.6186,Residential,Single Family
20218,2020,2020-12-08T00:00:00,Hartford,228 NEWBURY ST,52255,192000,0.2721,Residential,Single Family
201716,2020,2021-09-10T00:00:00,Greenwich,8 RUSTIC VIEW ROAD,1762530,2270000,0.7764,Residential,Single Family
200501,2020,2021-08-31T00:00:00,Madison,37 HAMILTON DR,674200,1800000,0.3745,Residential,Single Family
201306,2020,2021-07-01T00:00:00,Greenwich,76 CAT ROCK ROAD,1998290,2950000,0.6773,Residential,Single Family
201069,2020,2021-05-25T00:00:00,Greenwich,21 PARK AVENUE,853440,1000000,0.8534,Residential,Single Family
200930,2020,2021-06-16T00:00:00,Bristol,53 BROOKVIEW CIR UN 66,14560,299900,0.0485,Residential,Condo
20000223,2020,2021-04-01T00:00:00,Brookfield,91 LONG MEADOW HILL RD,233990,400000,0.584975,Residential,Single Family
200148,2020,2020-12-01T00:00:00,Glastonbury,74 HURLBURT ST,196200,327000,0.6,Residential,Single Family
20034,2020,2021-01-19T00:00:00,Bolton,390 LAKE ST,119000,320000,0.3718,Residential,Single Family
201039,2020,2021-05-18T00:00:00,Greenwich,99 LOCKWOOD ROAD,1272600,1945000,0.6542,Residential,Single Family
200122,2020,2020-11-02T00:00:00,Bristol,80 NORTHWESTERN DR,128030,220000,0.5819,Residential,Single Family
20951,2002,2003-09-26T00:00:00,Wallingford,75 HARRISON AVE,60800,90000,0.675555556,,
200048,2020,2020-10-08T00:00:00,Danbury,4 CATALPA DR,382300,668000,0.572305389,Residential,Single Family
20157,2020,2020-12-28T00:00:00,Bethel,1 SKY EDGE LANE,174300,345000,0.5052,Residential,Single Family
200959,2020,2021-06-30T00:00:00,Manchester,31 WILLARD ROAD,102100,215000,0.4748,Residential,Single Family
20323,2020,2021-05-17T00:00:00,Bethel,13 BUDD DRIVE,185150,390000,0.4747,Residential,Single Family
200291,2020,2021-02-18T00:00:00,Groton,50 EASTERN PT RD,703920,1400000,0.5028,Commercial,
2000283,2020,2021-04-26T00:00:00,Cheshire,935 CORNWALL AVE,211840,369000,0.574,Residential,Single Family
20939,2020,2021-09-23T00:00:00,East Hartford,8 PHELPS ST,112790,254000,0.444,Residential,Single Family
200225,2020,2021-08-09T00:00:00,Canton,9 ANDREW DRIVE,219400,385000,0.5698,Residential,Single Family
200876,2020,2021-04-20T00:00:00,Greenwich,44 HENDRIE AVENUE,784140,1420000,0.5522,Residential,Single Family
200214,2020,2021-04-13T00:00:00,Killingly,32 PLEASANT ST,126280,226000,0.5587,Residential,Single Family
200359,2020,2020-12-14T00:00:00,Greenwich,7 CHESTNUT STREET,1008910,1698000,0.5941,Residential,Single Family
200159,2020,2020-11-02T00:00:00,Danbury,10 GREAT MEADOWS RD,151400,312000,0.4852,Residential,Single Family
200118,2020,2021-06-01T00:00:00,Killingworth,419 ROUTE 148,258500,410000,0.6304,Residential,Single Family
200048,2020,2020-10-13T00:00:00,Bristol,220 MECHANIC ST,118650,220000,0.5393,Residential,Single Family
200668,2020,2021-08-02T00:00:00,Branford,451 THOREAU ST,99300,212000,0.4683,Residential,Condo
200102,2020,2021-07-23T00:00:00,Columbia,39 ROUTE 6,99900,211000,0.4734,Residential,Single Family
200215,2020,2021-07-15T00:00:00,Litchfield,164 CAMPVILLE RD,39580,350000,0.113085714,Residential,Single Family
2020106,2020,2020-12-29T00:00:00,Ansonia,21 MOUNTAIN VIEW RD,131800,205000,0.6429,Residential,Single Family
200292,2020,2021-02-24T00:00:00,East Haven,4 FRANCIS ST,106900,210000,0.509,Residential,Single Family
200924,2020,2021-05-11T00:00:00,Danbury,12-16 SCUPPO RD G37,72900,169900,0.429,Residential,Condo
200713,2020,2021-09-15T00:00:00,Farmington,21 SUNSET DR,164470,287400,0.5722,Residential,Single Family
200384,2020,2021-01-06T00:00:00,Bristol,105 RIDGE RD,118300,285000,0.415087719,Residential,Single Family
200446,2020,2021-07-12T00:00:00,Guilford,272 WOODLAND RD,170250,340000,0.5007,Residential,Single Family
200809,2020,2021-05-24T00:00:00,Manchester,580 SOUTH MAIN STREET,65900,65000,1.0138,Vacant Land,
200655,2020,2021-03-30T00:00:00,Manchester,45 DOANE STREET,115800,200000,0.579,Residential,Single Family
200026,2020,2021-01-22T00:00:00,Bridgewater,0 OLD TOWN HIGHWAY,226000,203000,1.1133,Vacant Land,
200052,2020,2020-11-19T00:00:00,Essex,52 SOUTH MAIN ST,355000,498166,0.7126,Residential,Single Family
201225,2020,2021-09-15T00:00:00,Hartford,686 PARK ST,134330,100000,1.3433,Commercial,
201011,2020,2021-06-02T00:00:00,Danbury,33 COUNTRY VIEW RD,412000,729000,0.5651,Residential,Condo
200474,2020,2021-01-11T00:00:00,Danbury,12-16 SCUPPO RD G-39,72900,168000,0.4339,Residential,Condo
200543,2020,2021-05-24T00:00:00,Enfield,42 GARDEN ST,136270,277000,0.4919,Residential,Two Family
200177,2020,2021-03-11T00:00:00,Killingly,204 HARTFORD PIKE,255730,615000,0.4158,Residential,Single Family
200847,2020,2021-06-02T00:00:00,Manchester,222 HENRY STREET,117100,34000,3.4441,Residential,Single Family
20146,2020,2021-01-05T00:00:00,Darien,78 STANTON RD,1039220,1740000,0.5972,Residential,Single Family
201227,2020,2021-06-21T00:00:00,Greenwich,24 PUTNAM PARK,54118680,555000,97.51113514,Residential,Condo
200062,2020,2020-12-16T00:00:00,Canton,38 BART DRIVE,405550,722500,0.5613,Residential,Single Family
200077,2020,2020-10-20T00:00:00,Bristol,18 BARBARA RD,93030,213000,0.436760563,Residential,Single Family
201596,2020,2021-09-29T00:00:00,Danbury,33 WILLIAM ST,275400,300000,0.918,Residential,Single Family
20042,2020,2021-02-24T00:00:00,Ashford,155 VARGA RD,139200,210000,0.6628,Residential,Single Family
20762,2002,2003-05-22T00:00:00,West Hartford,114 LAYTON ST,71210,175000,0.406914286,,
200196,2020,2021-01-05T00:00:00,East Haven,77 CHARNES DR,144280,170000,0.8487,Residential,Single Family
200613,2020,2021-08-02T00:00:00,East Haven,264 CHIDSEY AVE,129950,225000,0.5775,Residential,Single Family
200105,2020,2021-03-10T00:00:00,Mansfield,69 SO BEDLAM RD,2500,3900,0.641,Vacant Land,
200204,2020,2020-12-23T00:00:00,Branford,18 HAMPTON PARK,95200,108000,0.8814,Residential,Condo
200074,2020,2020-10-22T00:00:00,Manchester,460 WOODBRIDGE STREET #36,29800,48101,0.61952974,Residential,Condo
200588,2020,2021-02-10T00:00:00,Danbury,15 LAKEVIEW TR,108500,235000,0.4617,Residential,Single Family
200247,2020,2020-11-17T00:00:00,Manchester,30 FALKNOR DRIVE,106400,165000,0.6448,Residential,Single Family
2000246,2020,2021-06-02T00:00:00,Bloomfield,53 VISTA WAY,247030,419000,0.5895,Residential,Condo
20087,2020,2020-11-02T00:00:00,East Hartford,31 HIGH ST #9204,78270,136000,0.5755,Residential,Condo
201303,2020,2021-08-17T00:00:00,Griswold,3 LAURA JANE LANE,258650,480000,0.5388,Residential,Single Family
200043,2020,2020-12-03T00:00:00,Easton,445 WESTPORT ROAD,318750,729000,0.4372,Residential,Single Family
200709,2020,2021-08-23T00:00:00,Groton,70 CRANSTON DR,79870,180000,0.443722222,Residential,Single Family
200093,2020,2020-10-29T00:00:00,Manchester,20 SCHALLER ROAD,128500,239000,0.5376,Residential,Single Family
200162,2020,2020-11-02T00:00:00,Greenwich,15 FERRIS DRIVE,500430,899000,0.5566,Residential,Single Family
200756,2020,2021-09-08T00:00:00,Branford,82 MILL PLAIN RD,198500,365000,0.5438,Residential,Single Family
200386,2020,2020-12-22T00:00:00,Danbury,6 FLINTLOCK DR,264000,416200,0.6343,Residential,Single Family
200601,2020,2021-07-01T00:00:00,Branford,67B DOVER CT,88500,105500,0.838862559,Residential,Condo
200161,2020,2021-05-25T00:00:00,Canton,15 THOMPSON HILL ROAD,219800,420000,0.5233,Residential,Single Family
20260,2020,2020-12-21T00:00:00,Hartford,841 NEW BRITAIN AVE,29995,126000,0.238,Residential,Single Family
200617,2020,2021-08-11T00:00:00,Farmington,7 COUNTRY ROAD,114310,198000,0.5773,Residential,Condo
201480,2020,2021-09-07T00:00:00,Danbury,1 E HAYESTOWN RD 82,168100,329000,0.5109,Residential,Condo
20435,2020,2021-02-18T00:00:00,Hartford,34 CHARTER OAK PL #0003,125790,351500,0.3578,Residential,Condo
200602,2020,2021-06-14T00:00:00,Enfield,5 PARKWAY DR,115220,250000,0.4608,Residential,Single Family
200038,2020,2020-10-13T00:00:00,Manchester,1208 MIDDLE TURNPIKE WEST APT,46300,76000,0.6092,Residential,Condo
200399,2020,2021-04-07T00:00:00,Glastonbury,40 HARDIN LN,199600,280000,0.7128,Residential,Single Family
200081,2020,2021-04-23T00:00:00,Bethany,234 BETHMOUR RD,196770,260000,0.7568,Residential,Single Family
200000384,2020,2021-08-24T00:00:00,Brookfield,2 RIVERVIEW CT UNIT 2,171560,299000,0.5737,Residential,Condo
200505,2020,2021-05-18T00:00:00,Glastonbury,114 PEMBROKE TER,556500,910000,0.6115,Residential,Single Family
200526,2020,2021-03-01T00:00:00,Bristol,16 SPRING ST,180040,294000,0.6123,Residential,Single Family
200377,2020,2021-04-06T00:00:00,Groton,1387 GOLD STAR HWY,288050,395000,0.729240506,Commercial,
200216,2020,2021-05-20T00:00:00,Coventry,140 BOLTON BRANCH RD,115600,252000,0.458730159,Residential,Single Family
20109,2020,2021-03-04T00:00:00,Burlington,124 SPIELMAN HWY,157780,267000,0.5909,Residential,Single Family
201139,2020,2021-06-07T00:00:00,Greenwich,16 HAWTHORNE STREET SOUTH UN D,728630,1200000,0.6071,Residential,Condo
201186,2020,2021-08-27T00:00:00,Manchester,11 SASS DRIVE,166300,325000,0.5116,Residential,Single Family
200388,2020,2020-12-22T00:00:00,Danbury,73 BOULEVARD DR #14,251300,385000,0.6527,Residential,Condo
200001,2020,2020-10-05T00:00:00,East Windsor,87 STOUGHTON RD,104460,237000,0.4407,Residential,Single Family
200718,2020,2021-04-26T00:00:00,Bristol,LOT 118 SALVATORE AVE,6930,13000,0.533076923,Vacant Land,
2020247,2020,2021-06-17T00:00:00,Ansonia,557 WAKELEE AVE,61500,475000,0.129473684,Vacant Land,
200338,2020,2021-07-02T00:00:00,Killingly,146 SCHOOL ST,89810,238000,0.3773,Residential,Two Family
20825,2020,2021-06-01T00:00:00,Hartford,31 WOODLAND ST #001I,36162,73500,0.492,Residential,Condo
200352,2020,2021-03-25T00:00:00,East Haven,950 NORTH HIGH ST,124240,207400,0.599,Residential,Single Family
20064,2020,2020-10-22T00:00:00,Hartford,808 CAPITOL AVE,78015,310000,0.2516,Residential,Three Family
200154,2020,2021-01-04T00:00:00,East Lyme,25 N MAIN ST,132860,182500,0.728,Residential,Single Family
200730,2020,2021-03-12T00:00:00,Greenwich,52 NICHOLAS AVENUE,329280,630000,0.522666667,Residential,Single Family
20169,2020,2020-12-01T00:00:00,East Hartford,128-130 WOODLAWN CIR,92140,180000,0.5118,Residential,Single Family
200279,2020,2020-11-24T00:00:00,Danbury,11A KING ST,291000,365000,0.7972,Residential,Single Family
200026,2020,2020-10-26T00:00:00,Cromwell,4 ARBOR MEADOW,330470,599339,0.551390782,Residential,Single Family
200229,2020,2020-12-21T00:00:00,Enfield,89 ENFIELD ST,337110,350000,0.9631,Commercial,
201094,2020,2021-08-04T00:00:00,Manchester,85 ALTON STREET,116900,250000,0.4676,Residential,Single Family
200735,2020,2021-03-23T00:00:00,Danbury,1A BRIARWOOD DR,152700,270000,0.5655,Residential,Single Family
20020,2020,2020-10-30T00:00:00,Lebanon,138 BARKER RD,176230,290000,0.6076,Residential,Single Family
200732,2020,2021-03-15T00:00:00,Greenwich,73 BOWMAN DRIVE,1496180,1745000,0.8574,Residential,Single Family
2000355,2020,2021-06-02T00:00:00,Cheshire,227 ROCKVIEW DR,143960,277000,0.5197,Residential,Single Family
200064,2020,2021-03-12T00:00:00,Kent,YUZA-MINI LA,147100,42250,3.481656805,Vacant Land,
20003,2020,2020-10-08T00:00:00,Canaan,46 JOHNSON RD,204200,223750,0.9126,Residential,Single Family
200724,2020,2021-03-17T00:00:00,Danbury,71 & 73 BALL POND RD,155500,200000,0.7775,Residential,Single Family
200437,2020,2021-05-03T00:00:00,Branford,7 ROLLING HILL RD,196400,356000,0.5516,Residential,Single Family
200452,2020,2021-01-04T00:00:00,Greenwich,52 BURYING HILL ROAD,962150,1665000,0.5778,Residential,Single Family
20828,2020,2021-08-16T00:00:00,East Hartford,30 BERKELEY LN,119300,248500,0.48,Residential,Single Family
200777,2020,2021-07-30T00:00:00,Enfield,C-6 ENFIELD PROFESSIONAL CTR,42100,49900,0.8436,Commercial,
200282,2020,2021-05-12T00:00:00,Avon,36 SUNNYRIDGE RD,202330,375000,0.5395,Residential,Single Family
20114,2020,2021-06-24T00:00:00,Lebanon,7 LAKE WILLIAMS ISLAND,9210,12000,0.7675,Vacant Land,
201581,2020,2021-08-12T00:00:00,Greenwich,25 RICHARD STREET UN A & B,345240,930000,0.371225806,Residential,Two Family
200733,2020,2021-04-30T00:00:00,Bristol,18 FRANCES ST,106820,180000,0.5934,Residential,Three Family
200181,2020,2020-11-13T00:00:00,Bristol,77-79 TULIP ST,93870,155500,0.6036,Residential,Two Family
200088,2020,2021-02-09T00:00:00,Canton,24 CANTON VALLEY CIRCLE,146450,225000,0.6508,Residential,Single Family
200246,2020,2021-09-09T00:00:00,Litchfield,97 LITCHFIELD PONDS,162550,225000,0.7224,Residential,Condo
200450,2020,2021-04-20T00:00:00,Enfield,51 BOOTH RD,94570,195000,0.4849,Residential,Single Family
200769,2020,2021-09-14T00:00:00,Branford,314 PINE ORCHARD RD,515800,940000,0.5487,Residential,Single Family
201272,2020,2021-09-30T00:00:00,Hartford,38 MAHL AVE,72434,149900,0.4832,Residential,Three Family
201521,2020,2021-09-14T00:00:00,Danbury,60 WARRINGTON RN,222100,435000,0.5105,Residential,Condo
200062,2020,2020-12-03T00:00:00,Colchester,88 WEST RD,146500,125000,1.172,Residential,Single Family
20069,2020,2020-12-29T00:00:00,Derby,41-43 PARK AVE,151200,353000,0.4283,Residential,Three Family
200176,2020,2021-04-07T00:00:00,Cromwell,1222 CROMWELL HILLS DRIVE,46130,118450,0.389447024,Residential,Condo
200228,2020,2021-04-23T00:00:00,Killingly,34 LAUREL DR,158690,295000,0.5379,Residential,Single Family
200023,2020,2020-11-19T00:00:00,Beacon Falls,71 AVENUE C,115140,175000,0.6579,Residential,Single Family
200273,2020,2020-11-24T00:00:00,Manchester,19 UNION PLACE,126400,293000,0.4313,Residential,Two Family
201010,2020,2021-07-02T00:00:00,Bristol,257 WILLIS ST,95830,125005,0.766609336,Residential,Single Family
20567,2020,2021-05-24T00:00:00,East Hartford,20 WICKHAM DR,120440,300250,0.40113239,Residential,Single Family
200115,2020,2021-01-26T00:00:00,Cromwell,136 COLES RD,125020,250000,0.5,Residential,Single Family
20000008,2020,2020-10-14T00:00:00,Granby,16 HIGH RIDGE DR,248080,300000,0.8269,Residential,Single Family
20104,2020,2020-11-04T00:00:00,Hartford,784 CAPITOL AVE,281890,590000,0.4777,Apartments,
200097,2020,2021-09-07T00:00:00,Bethlehem,28 SUNSET RD,181300,330000,0.5493,Residential,Single Family
200190,2020,2021-06-18T00:00:00,Litchfield,6 MAIN ST,100610,206000,0.4883,Residential,Single Family
200994,2020,2021-06-30T00:00:00,Bristol,146 LOUISIANA AVE,102550,120000,0.8545,Residential,Single Family
20165,2020,2021-06-28T00:00:00,Burlington,28 CANDLEWOOD,330120,549900,0.6003,Residential,Single Family
2020251,2020,2021-05-11T00:00:00,Berlin,197 OVERHILL DR,137100,180000,0.7616,Residential,Single Family
20345,2020,2021-02-09T00:00:00,East Hartford,26 RISLEY ST,80220,90000,0.8913,Residential,Single Family
201768,2020,2021-09-27T00:00:00,Greenwich,487 LAKE AVENUE,1943550,2700000,0.7198,Residential,Single Family
200158,2020,2021-03-30T00:00:00,Colchester,339 WINDHAM AVE,222600,377000,0.5904,Residential,Single Family
201679,2020,2021-09-01T00:00:00,Greenwich,40 CHURCH STREET,283150,700000,0.4045,Residential,Single Family
200948,2020,2021-09-30T00:00:00,Enfield,19 SULLIVAN AVE,142020,304000,0.4671,Residential,Three Family
200183,2020,2020-12-10T00:00:00,Glastonbury,14 PEPPERBUSH LN,104100,187000,0.5566,Residential,Condo
201333,2020,2021-09-08T00:00:00,Griswold,47 MAIN ST,185500,75000,2.473333333,Commercial,
200247,2020,2021-06-14T00:00:00,Coventry,112 BARNSBEE LN,161700,305000,0.5301,Residential,Single Family
200092,2020,2020-11-24T00:00:00,Madison,722 DURHAM RD,190300,115000,1.6547,Residential,Single Family
200046,2020,2021-04-29T00:00:00,Lyme,207 BLOOD ST,246500,239900,1.0275,Residential,Single Family
20030,2020,2020-11-20T00:00:00,Lebanon,147 OLENICK RD,118850,200000,0.5942,Residential,Single Family
200986,2020,2021-06-29T00:00:00,Bristol,6 EDGEWOOD ST,80710,190000,0.4247,Residential,Two Family
200938,2020,2021-09-28T00:00:00,Enfield,59 WALNUT ST,137710,240000,0.5737,Residential,Two Family
200014,2020,2020-10-07T00:00:00,Avon,91 SYLVAN STREET,205750,280000,0.7348,Residential,Single Family
20798,2020,2021-08-05T00:00:00,East Hartford,55 FOREST ST,96700,220000,0.4395,Residential,Single Family
200735,2020,2021-08-02T00:00:00,Glastonbury,195 GRISWOLD ST,110300,196000,0.5627,Residential,Single Family
20704,2020,2021-07-12T00:00:00,East Hartford,226-262 PRESTIGE PARK RD,1695320,4703838,0.3604,Commercial,
200319,2020,2021-03-01T00:00:00,Branford,14 PLANT RD,164400,250000,0.6576,Residential,Single Family
200508,2020,2021-01-20T00:00:00,Danbury,7 PADANARAM RD 178,62700,112000,0.5598,Residential,Condo
20858,2020,2021-08-26T00:00:00,East Hartford,235 EAST RIVER DR #904,288380,325000,0.8873,Residential,Condo
20086,2020,2020-11-19T00:00:00,Bethel,10 ALMAR DRIVE,188370,313500,0.6008,Residential,Single Family
200192,2020,2021-06-30T00:00:00,East Windsor,4 GROVE ST,22240,65000,0.3421,Residential,Single Family
200205,2020,2020-12-22T00:00:00,Groton,990 PLEASANT VALLEY RD NORTH,149660,250000,0.5986,Residential,Single Family
200141,2020,2021-05-17T00:00:00,East Windsor,28 JOSEPH CT,90410,165259,0.547,Residential,Condo
201128,2020,2021-02-23T00:00:00,Griswold,2323 GLASGO ROAD,264880,425000,0.6232,Residential,Single Family
200930,2020,2021-06-23T00:00:00,Manchester,660 KEENEY STREET,226600,320000,0.7081,Residential,Single Family
200763,2020,2021-08-16T00:00:00,Glastonbury,14 WILLOW GREEN WAY,181400,340000,0.5335,Residential,Condo
200037,2020,2020-12-22T00:00:00,Beacon Falls,262 BLACKBERRY HILL ROAD,241220,385000,0.6265,Residential,Single Family
20026,2020,2020-11-05T00:00:00,Derby,9 11 CHERRY ST,124810,240000,0.52,Residential,Three Family
200510,2020,2021-07-06T00:00:00,Farmington,15 PAPER CHASE DR,243680,475000,0.513,Residential,Single Family
200491,2020,2021-05-28T00:00:00,East Haven,80 FRANK ST,181110,285000,0.6354,Residential,Single Family
200159,2020,2021-06-14T00:00:00,Essex,8 DONALD RD,199500,350000,0.57,Residential,Single Family
201309,2020,2021-08-03T00:00:00,Danbury,90 SO KING ST,182100,337000,0.5403,Residential,Single Family
200777,2020,2021-03-29T00:00:00,Greenwich,69 VIEW STREET WEST,257390,651500,0.395,Residential,Single Family
201283,2020,2021-06-30T00:00:00,Greenwich,39 HETTIEFRED ROAD,715050,1245000,0.5743,Residential,Single Family
20033,2020,2020-10-13T00:00:00,Hartford,71 IMLAY ST #00D2,41370,84900,0.4872,Residential,Condo
200442,2020,2021-04-23T00:00:00,Glastonbury,96 STRICKLAND ST,289300,438000,0.6605,Residential,Single Family
20000065,2020,2020-11-13T00:00:00,Brookfield,13 PROSPECT DR,241760,375000,0.6446,Residential,Single Family
200007,2020,2020-10-05T00:00:00,Killingly,15 PEQUOT CIRCLE,164220,295000,0.5566,Residential,Single Family
20593,2020,2021-06-02T00:00:00,East Hartford,39 BLISS ST,76710,160000,0.4794,Residential,Single Family
